"node_id","node_type","all_time_communities","slice_1650_1699","slice_1675_1724","slice_1700_1749","slice_1725_1774","slice_1750_1799","slice_1775_1824","slice_1800_1849","slice_1825_1874","slice_1850_1899","slice_1875_1924","publication_communities"
"Andreas Sparrman","author",0,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA
"Joseph Huddart","author",0,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA
"Thomas West","author",0,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA
"James Glenie","author",0,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA
"George Shuckburgh","author",0,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA
"William Clayton","author",0,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA
"William Scott","author",0,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA
"Charles Nourse","author",0,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA
"Alexander Small","author",0,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA
"Petr. Simon Pallas","author",0,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA
"William Anderson","author",0,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA
"Robert Hamilton","author",0,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA
"Miles Partington","author",0,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA
"Nathaniel Polhill","author",0,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA
"William Swift","author",0,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA
"Matthew Guthrie","author",0,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA
"Bryant Higgins","author",0,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA
"Charles Lord Viscount Mahon","author",0,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA
"John Ingen Housz","author",0,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA
"Daniel-Peter Layard","author",0,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA
"Peter Camper","author",0,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA
"Allen Cooper","author",0,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA
"Charles Burney","author",0,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA
"John Ingen-Housz","author",0,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA
"Mr. De la Trobe","author",0,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA
"Marmaduke Tunstall","author",0,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA
"John Lloyd","author",0,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA
"Mr. Cavendish","author",0,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA
"Richard Lovell Edgworth","author",0,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA
"William Marshall","author",0,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA
"James Augustus Hamilton","author",0,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA
"Owen Salusbury Brereton","author",0,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA
"Henry Smeathman","author",0,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA
"Robert Bland","author",0,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA
"Joseph Willard","author",0,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA
"William Cooper","author",0,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA
"Richard Lovell Edgeworth","author",0,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA
"John Cullum","author",0,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA
"John Elliot","author",0,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA
"John Lightfoot","author",0,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA
"Reverend Richard","author",0,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA
"William Paterson","author",0,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA
"Petrus Camper","author",0,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA
"James Edward Smith","author",0,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA
"B. Hutchinson","author",0,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA
"William Blane","author",0,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA
"M. Francis de Zach","author",0,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA
"Robert Bruce","author",0,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA
"Michael Topping","author",0,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA
"Thomas Sneyd","author",0,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA
"Edmund Turnor","author",0,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA
"Cooper Abbs","author",0,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA
"John Andrew de Luc","author",0,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA
"Edward Gregory","author",0,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA
"William Hey","author",0,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA
"F. J. H. Wollaston","author",0,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA
"Abraham Mills","author",0,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA
"John Castles","author",0,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA
"J. A. de Luc","author",0,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA
"William Fawkener","author",0,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA
"Mark Augustus Pictet","author",0,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA
"Smithson Tennant","author",0,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA
"James Louis Macie","author",0,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA
"John Frederick Blumenbach","author",0,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA
"Benjamin Count of Rumford","author",0,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA
"Benjamin Vulliamy","author",0,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA
"William Hyde Wollaston","author",0,NA,NA,NA,NA,0,0,0,0,NA,NA,NA
"William Charles Wells","author",0,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA
"Thomas Andrew Knight","author",0,NA,NA,NA,NA,0,0,0,0,NA,NA,NA
"Thomas Frankland","author",0,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA
"Abram Robertson","author",0,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA
"George Shuckburgh Evelyn","author",0,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA
"William Latham","author",0,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA
"John Macdonald","author",0,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA
"Correa de Serra","author",0,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA
"Lawrence de Crell","author",0,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA
"W. Lax","author",0,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA
"Joseph Correa de Serra","author",0,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA
"Anthony Carlisle","author",0,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA
"Nathaniel Hulme","author",0,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA
"James Smithson","author",0,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA
"Richard Chenevix","author",0,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA
"Humphry Davy","author",0,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA
"Major William Mudge","author",0,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA
"Robert Woodhouse","author",0,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA
"H. Leigh Thomas","author",0,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA
"Malachy Hitchins","author",0,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA
"Charles Combe","author",0,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA
"Charles Schreibers","author",0,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA
"Joseph de Mendoza Rios","author",0,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA
"James Ware","author",0,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA
"Benjamin Count","author",0,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA
"Gregory Watt","author",0,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA
"David Mushet","author",0,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA
"J. Horsburgh","author",0,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA
"Matthew Flinders","author",0,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA
"Charles Pears","author",0,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA
"Hugh Chudleigh Standert","author",0,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA
"John Pearson","author",0,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA
"William Gregor","author",0,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA
"William Brande","author",0,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA
"Benjamin Gompertz","author",0,NA,NA,NA,NA,NA,0,0,0,0,NA,NA
"J. Griffiths","author",0,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA
"Thomas Manning","author",0,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA
"Edward Martin","author",0,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA
"John Pond","author",0,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA
"Benj Gibson","author",0,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA
"William T. Brande","author",0,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA
"T. A. Knight","author",0,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA
"S. Groombridge","author",0,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA
"J. Macartney","author",0,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA
"W. H. Wollaston","author",0,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA
"Joseph Carne","author",0,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA
"John George Children","author",0,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA
"Edward Troughton","author",0,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA
"B. C. Brodie","author",0,NA,NA,NA,NA,NA,0,0,0,0,NA,NA
"Thomas And. Knight","author",0,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA
"William Lax","author",0,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA
"James Earle","author",0,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA
"James Ivory","author",0,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA
"Thomas Thomson","author",0,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA
"Henry Reeve","author",0,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA
"William Garrard","author",0,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA
"William Murdoch","author",0,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA
"J. Ivory","author",0,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA
"William Thomas Brande","author",0,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA
"John Davy","author",0,NA,NA,NA,NA,NA,0,0,0,0,NA,NA
"S. Tillard","author",0,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA
"Thomas Knight","author",0,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA
"Don Joseph Rodriguez","author",0,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA
"C. H. Parry","author",0,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA
"Tho. And. Knight","author",0,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA
"Francis Baily","author",0,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA
"J. Farey","author",0,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA
"James Macartney","author",0,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA
"Peter M. Roget","author",0,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA
"John Storer","author",0,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA
"A. P. Wilson Philip","author",0,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA
"John Knox","author",0,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA
"Robert Porrett","author",0,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA
"M. Donovan","author",0,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA
"J. G. Children","author",0,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA
"Stephen Lee","author",0,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA
"John F. W. Herschel","author",0,NA,NA,NA,NA,NA,0,0,0,0,NA,NA
"David Humphreys","author",0,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA
"William Kirby Trimmer","author",0,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA
"Gilbert Austin","author",0,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA
"William Reid Clanny","author",0,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA
"William Allman","author",0,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA
"Charles Konig","author",0,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA
"Robert Seppings","author",0,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA
"Stephen Groombridge","author",0,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA
"Richard Hey","author",0,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA
"F. W. Herschel","author",0,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA
"John Kidd","author",0,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA
"James Burney","author",0,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA
"George Rennie","author",0,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA
"Andrew Ure","author",0,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA
"Thomas Greatorex","author",0,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA
"J. Pond","author",0,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA
"William Prout","author",0,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA
"Thomas Smith","author",0,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA
"William Lambton","author",0,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA
"William Scoresby","author",0,NA,NA,NA,NA,NA,0,0,0,0,NA,NA
"Thomas Say","author",0,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA
"J. Brinkley","author",0,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA
"Charles Babbage","author",0,NA,NA,NA,NA,NA,0,0,0,0,NA,NA
"Arthur Jacob","author",0,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA
"W. G. Horner","author",0,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA
"John Frederick W. Herschel","author",0,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA
"John T. Todd","author",0,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA
"A. F. Mornay","author",0,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA
"H. Holland","author",0,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA
"Edward Ffrench Bromhead","author",0,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA
"James Carson","author",0,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA
"A. B. Granville","author",0,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA
"Edmund Davy","author",0,NA,NA,NA,NA,NA,0,0,0,0,NA,NA
"Francis Bauer","author",0,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA
"Thomas Stamford Raffles","author",0,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA
"Jacob Perkins","author",0,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA
"James Rawlins Johnson","author",0,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA
"Francis John Hyde Wollaston","author",0,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA
"William Elford Leach","author",0,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA
"James Rawlines Johnson","author",0,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA
"Earl of Morton","author",0,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA
"Mr. Faraday","author",0,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA
"G. Dollond","author",0,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA
"J. Kidd","author",0,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA
"Henry Earle","author",0,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA
"Charles Rumker","author",0,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA
"Peter Barlow","author",0,NA,NA,NA,NA,NA,0,0,0,0,NA,NA
"Charles Bell","author",0,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA
"W. Lambton","author",0,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA
"B. Bevan","author",0,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA
"J. F. Davis","author",0,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA
"Basil Hall","author",0,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA
"Thomas Brisbane","author",0,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA
"Lewis Weston Dillwyn","author",0,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA
"William Burnett","author",0,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA
"George Knox","author",0,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA
"Luke Howard","author",0,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA
"William Buckland","author",0,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA
"Fearon Fallows","author",0,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA
"J. Goldingham","author",0,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA
"J. R. Johnson","author",0,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA
"George Harvey","author",0,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA
"Thomas Tredgold","author",0,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA
"John Lewis Tiarks","author",0,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA
"W. Whewell","author",0,NA,NA,NA,NA,NA,0,0,0,0,NA,NA
"P. M. Roget","author",0,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA
"William Ritchie","author",0,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA
"Gideon Mantell","author",0,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA
"Baden Powell","author",0,NA,NA,NA,NA,NA,0,0,0,0,NA,NA
"Thomas Weaver","author",0,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA
"John Yelloly","author",0,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA
"James Farquharson","author",0,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA
"Benjamin Bevan","author",0,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA
"A. P. W. Philip","author",0,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA
"John Thomas Graves","author",0,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA
"John Warren","author",0,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA
"Bransby Blake Cooper","author",0,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA
"Alexander Philip Wilson Philip","author",0,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA
"Edward Turner","author",0,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA
"M. Somerville","author",0,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA
"John Dalton","author",0,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA
"Davies Gilbert","author",0,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA
"Henry Hennell","author",0,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA
"Thomas Drummond","author",0,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA
"Edward Osler","author",0,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA
"James Wardrop","author",0,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA
"J. Perkins","author",0,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA
"Jas. Walker","author",0,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA
"James Prinsep","author",0,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA
"Gerard Moll","author",0,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA
"James Dunlop","author",0,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA
"John Blackburn","author",0,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA
"Lieutenant Colonel Miller","author",0,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA
"William Snow Harris","author",0,NA,NA,NA,NA,NA,0,0,0,0,NA,NA
"I. Harwood","author",0,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA
"S. H. Christie","author",0,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA
"Thomas Bell","author",0,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA
"William Yarrell","author",0,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA
"Thomas Henderson","author",0,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA
"John Augustus Lloyd","author",0,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA
"James Horsburgh","author",0,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA
"George Buckley Bolton","author",0,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA
"Joseph Jackson Lister","author",0,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA
"J. W. Lubbock","author",0,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA
"Dr. Simons","author",0,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA
"Charles Daubeny","author",0,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA
"Robert Were Fox","author",0,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA
"William Robertson","author",0,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA
"Alexander Barry","author",0,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA
"Henry R. Palmer","author",0,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA
"J. Frederick Daniell","author",0,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA
"Marshall Hall","author",0,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA
"F. Baily","author",0,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA
"Edward Belcher","author",0,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA
"Richard Owen","author",0,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA
"J. F. Daniell","author",0,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA
"James Hudson","author",0,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA
"Thomas Graham","author",0,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA
"James Stark","author",0,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA
"Francis Watkins","author",0,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA
"Charles Wheatstone","author",0,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA
"Francis Kiernan","author",0,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA
"John Edward Gray","author",0,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA
"Alexander Caldcleugh","author",0,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA
"Charles C. Christie","author",0,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA
"Thomas Stephens Davies","author",0,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA
"H. F. Talbot","author",0,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA
"Edward J. Johnson","author",0,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA
"W. Snow Harris","author",0,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA
"James D. Forbes","author",0,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA
"Frederick Tiedemann","author",0,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA
"Samuel Solly","author",0,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA
"James Clark Ross","author",0,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA
"Woodbine Parish","author",0,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA
"George Dollond","author",0,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA
"William Rowan Hamilton","author",0,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA
"Peter W. Barlow","author",0,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA
"Golding Bird","author",0,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA
"R. Murphy","author",0,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA
"William Henry Barlow","author",0,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA
"Thomas Wharton Jones","author",0,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA
"Frederic C. Skey","author",0,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA
"Arthur Farre","author",0,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA
"T. J. Newbold","author",0,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA
"Charles Lyell","author",0,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA
"R. W. Fox","author",0,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA
"W. H. Sykes","author",0,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA
"J. O. West Wood","author",0,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA
"William Stevens","author",0,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA
"J. V. Thompson","author",0,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA
"W. Hopkins","author",0,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA
"W. Bowman","author",0,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA
"G. Owen Rees","author",0,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA
"Martin Barry","author",0,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA
"William Addison","author",0,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA
"J. S. Bowerbank","author",0,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA
"Robert Kane","author",0,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA
"Frederick Penny","author",0,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA
"Charles Darwin","author",0,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA
"James F. W. Johnston","author",0,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA
"John Thomas Cooper","author",0,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA
"T. G. Bunt","author",0,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA
"H. Moseley","author",0,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA
"Robert Rigg","author",0,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA
"Francis Palgrave","author",0,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA
"John P. Gassiot","author",0,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA
"Robert Hunt","author",0,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA
"Eaton Hodgkinson","author",0,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA
"William Bowman","author",0,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA
"Lord Oxmantown","author",0,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA
"J. C. August Franz","author",0,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA
