id,type
"Professor Cotterill, F. R. S.",author
Mons. Faget,author
"H. E. Roscoe, LL. D., F. R. S.",author
"Dr. W. Farr, F. R. S.",author
Dr. Musgrave,author
George Everest,author
"Sir David Gill, K. C. B., LLD., F. R. S., H. M.",author
"Helen Chambers, M. D.",author
"Professor W. A. Herdman, F. R. S.",author
"Joseph Shaw Bolton, B. Sc., M. D., B. S. (Lond.)",author
"N. S. Maskelyne, F. R. S.",author
J. O. E. Ludlow,author
"E. Ray Lankester, M. A. Oxon.",author
Joseph Carne,author
Lieutenant J. Masterman,author
"Dr. Hugo M\#xFC;ller, F. R. S.",author
"J. B. Peace, M. A.",author
Alice M. Waller,author
J. Y. Buchanan,author
Francis Byam,author
"Professor Morris W. Travers, F. R. S.",author
"J. A. Ewing, F. R. S.",author
E. Cunningham,author
Monsieur Denis,author
Joseph Bruni,author
"Wm. H. Woglom, M. D.",author
B. F. Duppa,author
"Prof. Sir. J. J. Thomson, F. R. S.",author
"Sir J. Alfred Ewing, K. C. B., F. R. S.",author
"A. G. Huntsman, B. A., M. B.",author
"J. Gnezdia, M. D.",author
"R. H. Jones, B.Sc.",author
John Flamstead,author
S. Barratt,author
Professor W. J. Lewis,author
"The Hon. R. J. Strutt, M. A., F. R. S.",author
B. Langwith,author
Richard Kaye,author
John Browning,author
Antony Van Leeuwenhoek,author
Captain Knowler,author
Henry Sampson,author
Mr. Farish,author
"C. R. A. Wright, D. Sc. ",author
G. Hemsalech,author
"Geo. Fras. Fitzgerald, M. A., F. T. C. D., F. R. S.",author
George Boole,author
"W. H. Eccles, D. Sc., A. R. C. Sc.",author
George Costard,author
"S. W. J. Smith, M. A., D. Sc., F. R. S.",author
"J. A. Harker, D. Sc.",author
F. H. Wenham.,author
"Lord Rayleigh, O. M., Pres. R. S.",author
John Herschel,author
"Otto Rosenheim, Ph. D.",author
Michael Wolochowicz,author
Thomas Nettleton,author
Gilbert J. Fowler,author
A. Fowler,author
"John Tyndall, F. R. S.",author
"J. Stephenson, B. Sc. (Lond.).",author
"H. T. Brown, F. R. S.",author
Dr. Gronovius,author
"J. N. Pring, D. Sc.",author
"Sir A. H. Church, K. C. V. O., F. R. S.",author
James Paget,author
"W. F. R. Weldon, M. A.",author
"Edgar Newbery, M. Sc.",author
"William Henry Flower, F. R. S.",author
J. H. N. Hennessey,author
John E. Davis,author
Henry Watson,author
J. Moult,author
A. De Morgan,author
Monsieur Denys,author
Jonathan Wathen,author
Anthony van Leuwenhoeck,author
"O. Hahn, Ph. D.",author
J. Bradley,author
Tho. Kirke,author
John Chevalier,author
"Geoffrey Smith, M. A.",author
William Walton,author
"Professor Frankland, D.C.L., LL.D., M.D., F. R. S.",author
"W. M. Bayliss, F. R. S.",author
"Prof. C. V. Boys, F. R. S.",author
"W. C. Sillar, M.B., B.Sc. ",author
"Staff Commander E. W. Creak, R. N.",author
Dorothy Norris.,author
"Vernon H. Blackman, M. A.",author
Donald M\amp;apos;Farlane,author
Brook Taylor,author
"Prof. Arthur Dendy, F. R. S.",author
Ebenezar Latham,author
J. Beale,author
Edward Forbes,author
Thomas Ronayne,author
R. Murphy,author
D. M\amp;apos;Intosh,author
"Prof. G. H. F. Nuttall, F. R. S.",author
"J. J. Manley, Hon. M. A. Oxon",author
"Herbert Watney, M. A., M. D. Cantab",author
C.H. Dickson,author
"Thomas R. Merton, B. Sc. (Oxon.)",author
Professors W. E. Ayrton,author
R. Johnson,author
"L. C. Wooldridge, M. D., M. R. C. P.",author
E. E. Tournay Hinde,author
"Prof J. Bretland Farmer, F. R. S.",author
"Dr. Burdon Sanderson, F. R. S.",author
"Warren De La Rue, M. A. D. C. L., F. R. S.",author
Horace T. Brown,author
P. Murdoch,author
G. Carlyle,author
"Major P. A. MacMahon, D. Sc., F. R. S.",author
"J. A. Fleming, M. A., D. Sc., F. R. S.",author
Mr. Caswel,author
"A. B. Kempe, M. A., F. R. S.",author
"Professor Ewing, F. R. S.",author
Dr. Beverley,author
T. C. Porter,author
"F. G. Sinclair (formerly F. G. Heathcote), M. A.",author
"B. T. P. Barker, B. A.",author
Adam Walker,author
"J. Clerk Maxwell., M. A., F. R. S.",author
"Prof. A. J. Brown, F. R. S.",author
"Warrington Yorke, M. D.",author
"Dr. Balfour Stewart, F. R. S.",author
Edward Lowe,author
Walter Adam,author
W Allen,author
"Professor W. H. Miller, For. Sec. R. S.",author
"Edward Matthey, F. S. A., F. C. S.",author
T. H. H. ,author
Daniel Lysons,author
"Nevil Story-Maskelyne, M. A. F. R. S.",author
"G. J. Burch, M. A. (Oxon.).",author
J. Kenrick,author
"E. A. Owen, B. A. (Cantab.), M. Sc. (Wales)",author
"Professor H. E. Armstrong, F. R. S.",author
"George Murray, F. R. S.",author
"George J. Romanes, M. A., F. L. S., \amp;c. ",author
Samuel Cooper,author
"William Spottiswoode, M. A., Treas. R. S.",author
Balfour Stewart,author
"E. Gold, B. A.",author
"J. A. Ewing, B. Sc., F. R. S. E.",author
"Gabrielle L. C. Matthaei, B. A.",author
"Edward Wilson, M. A.",author
"D. S. Fuller, M. A.",author
William Morgan,author
"By A. W. Hofmann, LL. D., F. R. S.",author
E. Wyndham Tarn,author
"S. B. Schryver, D. Sc., Ph. D.",author
Henry Johnson,author
"Sheridan Delepine, M. B., B. Sc.",author
"Sir Andrew Noble, Bart., K. C. B., F. R. S., F. R. A. S.",author
"Dr. H. T. Brown, F. R. S.",author
"Prof. Ray Lankester, F. R. S.",author
"Ludwig Mond, Ph. D., F. R. S.",author
"Karl Pearson, M. A., F. R. S.",author
Edward Wilmot,author
Nath. Downe,author
Thomas Tredgold,author
"W. H. Gaskell, M. D.",author
"S. J. Perry, F. R. S.",author
A.T.H. Waters,author
"A. M. Worthington, M. A.",author
"E. G. Bilham, A. R. C. Sc., B. Sc., D. I. C.",author
Patrick Geddes,author
"J. W. L. Glaisher, F. R. S.",author
"A. O. Rankine, B. Sc.",author
"H. E. Roscoe, Ph. D.",author
"Major P. A. MacMahon, Sc. D., F. R. S.",author
"W. H. Logeman, M. A.",author
M. Back,author
"Francis Gotch, B. A., B. Sc. London, M. A. Oxon. ",author
J. Lich,author
Lieut. Gilliss,author
W. E. Sumpner,author
"George Lean, B. Sc.",author
"F. O. Bower, D. Sc., F. R. S.",author
James Burney,author
"Professor T. E. Thorpe, F. R. S.",author
James McIntosh,author
"Dr. C. W. Siemens, F. R. S.",author
J. Emerson Reynolds,author
"A. D. Hall, M. A. ",author
"Prof. W. E. Dalby, F. R. S.",author
"David Ferrier, M. D., F. R. S.",author
"C. V. Burton, B. Sc. (London)",author
"Ezer Griffiths, B. Sc., ",author
Henry Brougham,author
Dr. Carpenter,author
Alfred Tribe,author
Professor Hornstein,author
"George W. Walker, M. A.",author
William Allen,author
"Professor Horsley, F. R. S.",author
Samuel G. Shattock,author
"George Thin, M. D.",author
"M. J. M. Hill, M. A.",author
Professor Cayley,author
Abraham Mills,author
"John Simon, C. B., F. R. S., \amp;c.",author
"John Tyndall., D. C. L., LL. D., F. R. S.",author
"Prof, the Hon. R. J. Strutt, F. R. S.",author
Abram Robertson,author
"G. Gore, LL. D., F. R. S.",author
Edward Nourse,author
"W. J. Tulloch, M. D., Temp. Capt. R. A. M. C.",author
William Nicholson,author
Walter Taylor,author
Henry Earle,author
"Prof. Harold A. Wilson, F. R. S.",author
"William Roberts, M. D., F. R. S.",author
Clive Cuthbertson,author
Hon. George,author
"T. C. Porter, M. A., D. Sc.",author
"Geoffrey T. Bennett, B. A.",author
B. E. Brodhurst,author
W. J. Young,author
"R. Kidston, F. R. S. L. \amp; E., F. G. S.",author
"D. J. Hamilton, M. B., F. R. S. E.",author
"A. W. Hofmann, F. R. S.",author
"W. E. Curtis, B. Sc.",author
Rich Waller,author
E. R. L. ,author
James Fraser,author
Dr. L. Becker,author
"G. A. Boulenger, F. R. S.",author
John Tomes,author
"W. Spottiswoode, Treas. R. S.",author
I. Harwood,author
"Osborne Reynolds, F. R. S., \amp;c.",author
Mr. Giles,author
"General J. T. Walker, C. B., R. E., F. R. S.",author
G. Costard,author
Charles Wesendonck (Berlin),author
"Thos. H. Burnham, B. Sc.",author
William Roberts,author
"J. C. Ewart, M. D.",author
M. A. Rothschild,author
"Walter Rosenhain, B. A., D. Sc.",author
Prof. Cayley,author
M. Bourriot,author
"Professor J. A. Ewing, F. R. S.",author
P. A. M.,author
"Robert Kidston, F. R. S., L. and E., F. G. S.",author
Daniel Blair,author
Tho. Brattle,author
"Prof. A. Dendy, F. R. S.",author
"E. H. Griffiths, M. A.",author
"J. Burdon Sanderson, M. D., LL. D., F. R. S.",author
C. R. Hall,author
"Professor Trouton, F. R. S.",author
Benjamin Ray,author
"Lord Rayleigh, O. M., D. C. L.",author
J. F. W. Johnston,author
Thomas Drummond,author
John Sellers,author
"General J. T. Walker, C. B., R. E., F. R. S., LL. D.",author
Otto Pettersson,author
Miss C. A. Raisin,author
"Ernest Wilson, M. Inst. C. E., M. Inst. E. E.",author
John Friend,author
"J. W. L. Glaisher, M. A., F. R. S.",author
"J. E. Marsh, M. A., F. R. S.",author
E. J. R.,author
Roger J. Wright,author
Herbert Jackson,author
"H. H. Dale, B. Ch.",author
S. A. Hill,author
John Fryer,author
"John Murray, Esq.",author
"A. Fowler, F. R. S.",author
Samuel Felton,author
"Joseph Edward Coates, B. Sc.",author
"Professor H. E. Armstrong, F. R. S. ",author
"John Marshall, F. R. S., F. R. C. S. E. \amp;c.",author
"H. S. Ranken, Lieutenant R. A. M. C.",author
"H. M. Taylor, M. A.",author
"Frank Horton, D. Sc., B. A., St. John&apos;s College, Cambridge",author
"W. A. Herdman, D. Sc., F. L. S., F. R. S. E.",author
"Captain Evans, R. N., F. R. S.",author
John Tabor,author
Dr. Cay,author
"J. W. W. Stephens, M. D.",author
"F. W. Mott, M. D., F. R. C. P.",author
Benj. Robins,author
John Higginbottom,author
Father Papin,author
"Professor J. Reynolds Green, Sc. D., F. R. S.",author
"Professor Stokes, LL. D., Sec. R. S.",author
L. Digby,author
Mr. Witzen,author
"F. E. Baxandall, A. R. C. Sc.",author
F. P. Worley,author
"N. Eumorfopoulos, B.Sc.,",author
Edward Williams,author
"John Burke, B. A. (Dub.)",author
John Tyndall,author
Scipio Ferreus,author
"F. Y. Edgeworth, M. A., D. C. L.",author
"William Kitchen Parker, F. R. S.",author
H. Kolbe,author
"Charles S. Tomes, M. A., F. R. S.",author
"J. W. Dawson, LL. D., F. R. S., C. M. G.",author
Manfredus Septalius,author
"Alexander Macalister, F. R. S.",author
Richard Lovell Edgworth,author
"Professor E. Divers, F. R. S.",author
Rev. A. E. Eaton,author
"Hans Gadow, F. R. S.",author
W. Haidinger,author
"Hans Gadow, M. A., Ph. D., F. R. S.",author
Dr. Stubbes,author
P. Wurtzelbaur,author
"W. H. M. Christie, M. A.",author
"Commander L. W. P. Chetwynd, R. N.",author
"William Spottiswoode, M. A.",author
"General Strachey, R. E., C. S. I., F. R. S.",author
Sam. Horsley,author
W. Allen Miller,author
George Matthey,author
Hounslow Heath,author
"Professor James C. Ewart, M. D.",author
"W. N. Shaw, M.A.",author
Mr. Maleverer,author
Alan A. Campbell Swinton.,author
"James Bell. Ph. D., F. C. S.",author
Anthony Leeuwenhoeck,author
Antony van Leeuwenhoek,author
"F. W. Dyson, B. A.",author
M. Geoffroy,author
"Professor Sir W. Thomson, LL. D., F. R. S.",author
"E. B. Beaumont, F. R. S.",author
"Professor Everett, F. R. S.",author
"Professor C. Wyville Thomson, F. R. S.",author
Michael Angelo De Guattini,author
"Prof. W. H. Young, Sc. D., F. R. S.",author
Thomas Woollcombe,author
Mr. Morgan,author
"Professor E. H. Griffiths, F. R. S.",author
J. Harris,author
"Robert Henry Scott, M. A., F. R. S.",author
"A. E. H. Tutton, M. A., D. Sc., F. R. S.",author
"E. H. B\#xFC;chner, Ph. D.",author
F. D. A. ,author
"Balfour Stewart, Esq., LL. D., F. R. S., F. R. A. S.",author
Sam. Morland,author
Tho. Simpson,author
J. S. Cooper,author
Monsieur Cassini,author
"T. R. Merton, D. Sc. (Oxon)",author
George Edwards,author
Edward Matthews,author
"J. Bretland Farmer, F. R. S.",author
"W. Cramer, Ph. D.",author
"W. Parry Morgan, M. A., B. Sc., M. B.",author
Mr. Kersseboom,author
Lieut-Colonel A. Mannheim,author
"E. W. MacBride, M. A., D.Sc. (Lond.)",author
Herbert Davies,author
James Hodgson,author
"Professor Michael Foster, M. D., Sec. R. S.",author
"T. H. Havelock, M. A., D. Sc.",author
"Thomas Carnelley, D. Sc.",author
J. Flamsteed,author
B. Holloway,author
"Sheridan Lea, M. A.",author
"Sir William Crookes, O. M., For. Sec. R. S.",author
Rob Plot,author
F. D. Thompson,author
"James Kendall, M. A., B. Sc.",author
Lieutenant Colonel Miller,author
"Sir W. Crookes, F. R. S.",author
F. A. Bainbridge,author
R. H. Fowler,author
"C. R. A. Wright, D. Sc.",author
John Hope,author
"Reginald J. Sarjant, M. Sc.",author
"Frederick Guthrie, F. R. S.",author
"Sir John Conroy, Bart., M. A., F. R. S.",author
"Dawson Williams, M. D. (Lond.)",author
"Cresswell Shearer, B. A., M. D., C. M.",author
Joseph Baxendell,author
"J. W. L. Glaisher, B. A., F. R. A. S.",author
John Fearn,author
S. J. Kalandyk,author
"George Gore, F. R. S.",author
"C. S. Sherrington, D. Sc., F. R. S.",author
"G. T. Walker, M. A., B. Sc.",author
Francis Blake,author
"Professor Marshall, F. R. S.",author
F. Lydall.,author
Joh Wallis,author
W. Galloway.,author
H. Wilde,author
Captain Kater,author
S. Barrington,author
J. C. August Franz,author
Matthew Collins,author
"Prof. H. E. Armstrong, F. R. S.",author
Thomas Kilpatrick,author
J. Morton,author
Benjamin Wilson,author
"J. Reynolds Green, Sc. D., F. R. S.",author
"Sir Joseph Fayrer, M. D., K. C. S. I., F. R. S.",author
"A. Geyger, Ph. D.",author
Bertrand J. P. Roberts,author
Prince Masserano,author
William Ritchie,author
"Major Ronald Ross, F. R. S.",author
James Alderson,author
Henry B. Brady,author
Jeremiah Milles,author
"F. E. Rowett, B. A. (Whitworth Scholar)",author
"C. F. Jenkin, C. B. E., M. Inst. C. E.",author
"J. Clerk Maxwell, M. A., F. R. S.",author
"Charles E. Brown-S\#xE9;quard, M. D., LL. D., F. R. S.",author
J. Wall,author
Mr. Mustel,author
"Miss Alice Lee, D. Sc.",author
Mathew Collins,author
V. Norris.,author
Peter Martyn,author
Charles G. Perrins,author
David Nicolson,author
Robert W. Bunsen,author
Richardson B. Gill,author
John Lyon,author
J. Michell,author
"W. Lawrence Balls, M. A. (Cantab.)",author
Miss Helen G. Klaassen,author
Francis Drake,author
John Banister,author
"E. P. Perman, B. Sc.",author
"R. O. Street, M. A.",author
"Professor Owen, C. B., F. R. S. \amp;c.",author
"J. Burdon Sanderson, M. D., F. R. S.",author
Commander J. L. Wharton,author
"William Osler, M. D.",author
Captain H. G. Lyons,author
Claud Amijand,author
"Dr. E. F. Armstrong, F. I. C.",author
"T. E. Thorpe, D. Sc., F. R. S.",author
"Arthur Schuster, Ph. D., F. R. A. S.",author
David Wark,author
Vincentius Bonajutus,author
"T. Lauder Brunton, M. D., F. R. S., Sc. D., M. R. C. P. ",author
"W. K. Parker, F. R. S.",author
"Professor Lankester, F. R. S.",author
John Cope,author
Charles J. B. Williams,author
"Dr. W. C. Williamson, F. R. S.",author
"Edmund B. Wilson, Ph. D.",author
Nath. Vincent,author
"J. H. Vincent, M. A., D. Sc.",author
"Professor J. B. Sanderson, F. R. S.",author
"Professor A. R. Forsyth, Sc. D. LL. D. F. R. S.",author
John C. Malet,author
Wm. Brownrigg,author
Mahon,author
"B. Blacklock, M. D., D. P. H.",author
James Bruce,author
D. P. Layard,author
"W. H. Young, Sc. D.",author
"F. P. Worley, M. A., M. Sc., New Zealand.",author
Samuel West,author
J. L. ,author
Professor Gmelin,author
Jo. Battista Donius,author
"James Dewar, M. A., F. R. S.",author
A. D. Hall,author
"Prof. Wyville Thomson, LL. D., F. R. S.",author
Mr. Appleby,author
E. W. Binney,author
"Joseph Lomas, A. R. C. Sc.",author
Philip Skelton,author
"W. Ramsay, F. R. S.",author
Samuel Haughton,author
"G. Elliot Smith, M. D., Ch. M.",author
"Donald McAlister, B. A., B. Sc.",author
"H. H. Gray, B. Sc.",author
"Kenneth R. Lewin, B. A.",author
"W. N. Hartley, F. R. S., D. Sc.",author
"J. Emerson Reynolds, M. D., F. R. S.",author
"Prof. Victor Horsley, F. R. S.",author
"E. Waymouth Reid, F. R. S.",author
Dr. K. Olszewski,author
"J. W. T. Walsh, B. A. (Oxon.), B. Sc. (Lond.)",author
"William Arthur Bone, Ph. D., D. Sc., F. R. S.",author
Mr. Leewenhoeck,author
"Prof. Sydney J. Hickson, F. R. S.",author
Capt. Rogers,author
George Kemp,author
"Walter Stiles, M. A.",author
I Beale,author
Mr. Norwood,author
"Professor James Dewar, M. A., LL. D., D. Sc., F. R. S.",author
John Blair,author
Captain H. R. Bateman,author
Mr Lister,author
"Sydney J. Hickson, B. A. B. Sc. ",author
"Dr. C. Chree, F. R. S.",author
Oldfield Thomas,author
"R. Lydekker, B. A.",author
"Prof. James Walker, F. R. S.",author
W. L. Symes,author
"Professor Armstrong, F. R. S.",author
"James Dewar, M. A., D. Sc., LL. D.",author
C. T. Haig,author
"Archibald Geikie, F. R. S.",author
John Macdonald,author
Dennis Embleton,author
Campbell de Morgan,author
Thomas Bower,author
E. D. ,author
Seaford,author
George Smith Gibbes,author
Frederick John Evans,author
"Prof. P. Martin Duncan, F. R. S.",author
"W. M. Bayliss, D. Sc., F. R. S.",author
Joseph Whidbey,author
"H. Marshall Ward, D.Sc., F. R. S., F. L. S.",author
Chr. Hunter,author
"James M. McQueen, M. A., B. Sc., M. B.",author
Charles Bell&apos;s,author
"Major D. Bruce, R. A. M. C., F. R. S.",author
John Woodward,author
John Curr,author
J. A. Harker D. Sc.,author
"Professor Odling, M. B., F. R. S.",author
Evan Davies,author
Harald S. Harley,author
"B. Dawson, B.Sc.",author
"Robert A. Houstoun, M. A.",author
"Leonard Rogers, M. D., M. R. C. P.",author
"Professor Sir Thomas R. Fraser, F. R. S.",author
"The late Thomas Andrews, M. D., LL. D., F. R. S.",author
"William Huggins , D.C.L., LL.D., F. R. S.",author
Mr. Trembley,author
William Halifax,author
Charles Duke of Aubigny,author
Fr. Hauksbee,author
Dr Davies,author
Bernard Walther,author
Mr. Perks,author
"Professor A. Gray, F. R. S.",author
"S. P. Kramer, M. D.",author
Alexr. Aubert,author
"Pierre Chappuis, Ph. D.",author
"J. Reginald Ashworth, M. Sc. (Vict).",author
Dr. H. L. Duke,author
Alexander Rattray,author
"Capt. Allan Cunningham, R. E., Hon.",author
Bernard E. Brodhurst,author
B. Phillips,author
"W. S. Perrin, B. A.",author
S. C. M. Sowton,author
"C. A. MacMunn, B. A., M. D.",author
"E. T. Whittaker, B. A.",author
John Hughes Davies.,author
"H. Martin Leake, M. A.",author
"W. C. Sillar, M. B., B. Sc.",author
"Professor Cayley, F. R. S.",author
William Jackson Pope,author
Miss E. G. Willcock,author
Richard-Middleton Massey,author
"A. Alcock, C. I. E., F. R. S.",author
"Dr. F. F. Blackman, F. R. S.",author
E. C. Pickering,author
"George Forbes, F. R. S.",author
John Henry Pepper,author
Sam Coleprefs,author
Mathew Dobson,author
"Edward Whitley, M. A. Oxon.",author
William Galloway,author
Tho. Barker,author
Horace Dobell,author
W. S. Abell,author
R. Graham,author
"Prof. E. H. Griffiths, F. R. S.",author
"J. Beard, Ph. D., B. Sc.",author
"Sir William Thomson, D. C. L., LL. D.",author
"J. Bretland Farmer, D. Sc., F. R. S.",author
"Professor James Dewar, M. A. LL. D., F. R. S.",author
"Sir W. de W. Abney, K. C. B., D. Sc., D. C. L., F. R. S.",author
David Martineau,author
Samuel Foart Simmons,author
Dr. Ashe,author
C. E. Brown-S\#xE9;quard,author
"Dr. T. M. Lowry, F. R. S.",author
James Petiver,author
Jacomo Grandi,author
Alois F. Kovarik,author
Professor Bose,author
"Robert McCarrison, M. D., R. U. I., M. R. C. P. (Lond.), Captain I. M. S.",author
Nita E. Speer,author
"John Hall Gladstone, Ph. D., F. R. S.",author
"Professor E. A. Sch\#xE4;fer, F. R. S.",author
Edward Horton.,author
"John B. Haycraft, M. B., F. R. S. (Edin.)",author
Lieut. J. H. N. Hennessey,author
"Professor W. Grylls Adams, F. R. S.",author
D. Alberti Halleri,author
George Carlisle,author
Wm. Cock,author
"Edward B. Poulton, M. A., F. L. S.",author
"A. E. Wright, M. D.",author
B. Franklyn,author
M. Faraday,author
John Christoph Gottwald,author
"O. Reynolds, F. R. S.",author
"Sir Wyville Thomson, F. R. S.",author
"F. A. Abel, C. B., F. R. S., V. P. C. S.",author
"A. A. Kanthack, M. R. C. P., M. D. ",author
John Meakins,author
"A. E. Oxley, M. A., M.Sc.",author
W. A. Osborne,author
"Jean White, M.Sc.",author
"Prof. Frederick Guthrie, F. R. S.",author
Stanley J. Peachey.,author
M. A. L. O. Des Cloiseaux,author
"F. W. Dyson, M. A., F. R. S.",author
T. J. Newbold,author
"W. E. Curtis, B. Sc., A. R. C. S., D. I. C.",author
