target,source,type
rstb_1903_0003,"J. Theodore Cash, M. D., F. R. S.",authored
rstb_1903_0003,"Wyndham R. Dunstan, M. A., F. R. S.",authored
rstb_1903_0004,"Edward C. Jeffrey, Ph. D. (Harvard)",authored
rstb_1903_0004,"Dr. D. H. Scott, F. R. S.",authored
rstb_1903_0005,"W. G. Ridewood, D. Sc., F. L. S.",authored
rstb_1903_0005,"Professor E. Ray Lankester, F. R. S.",authored
rstb_1903_0006,"E. W. MacBride, M. A., D.Sc. (Lond.)",authored
rstb_1904_0001,"E. M. Freeman, M. S.",authored
rstb_1904_0001,"Professor Marshall Ward, F. R. S.",authored
rstb_1904_0002,"H. Marshall Ward, Sc. D., F. R. S.",authored
rstb_1904_0003,"Francis H. A. Marshall, B. A.",authored
rstb_1904_0003,"Professor J. C. Ewart, F. R. S.",authored
rstb_1904_0004,"C. W. Andrews, D. Sc., F. G. S.",authored
rstb_1904_0004,"Prof. Ray Lankester, F. R. S.",authored
rstb_1904_0005,"Leonard Doncaster, B. A.",authored
rstb_1904_0005,"Dr. S. F. Harmer, F. R. S.",authored
rstb_1904_0006,"G. A. Boulenger, F. R. S.",authored
rstb_1904_0007,"F. O. Bower, Sc. D., F. R. S.",authored
rstb_1904_0008,"W. J. Sollas, D. Sc., LL. D., F. R. S.",authored
rstb_1904_0009,"W. J. Sollas, F. R. S.",authored
rstb_1904_0009,"Igerna B. J. Sollas, B. Sc.",authored
rstb_1904_0010,"Frederick Keeble, M. A.",authored
rstb_1904_0010,"F. W. Gamble, D. Sc.",authored
rstb_1904_0010,"Professor S. J. Hickson, F. R. S.",authored
rstb_1905_0001,"Robert Kidston, F. R. S. L. and E., F. G. S.",authored
rstb_1905_0002,"William J. Russell, Ph. D., F. R. S.",authored
rstb_1905_0003,"George Massee, F. L. S.",authored
rstb_1905_0003,"Sir William Thiselton-Dyer, K. C. M. G., C. I. E.. F. R. S.",authored
rstb_1905_0004,"H. H. Dale, M. A., B. C.",authored
rstb_1905_0004,"Professor E. H. Starling, F. R. S.",authored
rstb_1905_0005,Gabrielle L. C. Matthaei,authored
rstb_1905_0005,"F. Darwin, F. R. S.",authored
rstb_1905_0006,"Ernest S. Salmon, F. L. S.",authored
rstb_1905_0006,"Professor H. Marshall Ward, F. R. S.",authored
rstb_1905_0007,"Leonard Rogers, M. D., B. S., M. R. C. P., F. R. C. S.",authored
rstb_1905_0007,"Dr. A. D. Waller, F. R. S.",authored
rstb_1905_0008,"F. W. Oliver, M. A., D. Sc.",authored
rstb_1905_0008,"D. H. Scott, M. A., Ph. D., F. R. S.",authored
rstb_1905_0009,"Sir Thomas R. Fraser, M. D., F. R. S.",authored
rstb_1905_0009,"R. H. Elliot, I. M. S.",authored
rstb_1905_0010,"E. A. Newell Arber, M. A., F. L. S.., F. G. S.",authored
rstb_1905_0010,"Professor T. McKenny Hughes, F. R. S.",authored
rstb_1905_0011,"Major R. H. Elliot, I. M. S.",authored
rstb_1905_0011,"W. C. Sillar, M.B., B.Sc.",authored
rstb_1905_0011,"George S. Carmichael, M. D.",authored
rstb_1905_0011,"Professor Sir Thomas R. Fraser, M. D., F. R. S.",authored
rstb_1905_0012,Dorothea M. A. Bate,authored
rstb_1905_0012,"Dr. Henry Woodward, F. R. S.",authored
rstb_1905_0013,"Captain R. H. Elliot, M. B., B. S. Lond., F. R. C. S. Eng., D. P. H. Camb., etc.,",authored
rstb_1905_0013,"Sir Thomas R. Fraser, M. D., LL. D., F. R. S.",authored
rstb_1906_0001,"Frederick Keeble, M. A.",authored
rstb_1906_0001,"F. W. Gamble, D. Sc.",authored
rstb_1906_0001,"Professor Sydney J. Hickson, F. R. S.",authored
rstb_1906_0002,"D. H. Scott, M. A., Ph. D., F. R. S.",authored
rstb_1906_0003,"Alfred J. Ewart, D. Sc., Ph. D., F. L. S.",authored
rstb_1906_0003,"F. Darwin, R. S.",authored
rstb_1906_0004,"Ernest S. Salmon, F. L. S.",authored
rstb_1906_0004,"Professor H. Marshall Ward, F. R. S.",authored
rstb_1906_0005,Franscis H. A. Marshall,authored
rstb_1906_0005,William A. Jolly,authored
rstb_1906_0005,"Professor E. A. Sch\#xE4;fer, F. R. S.",authored
rstb_1906_0006,"Richard Assheton, M. A.",authored
rstb_1906_0006,"Adam Sedgwick, F. R. S.",authored
rstb_1906_0007,Miss E. Dale,authored
rstb_1906_0007,"Professor H. Marshall Ward, F. R. S.",authored
rstb_1906_0008,"H. H. W. Pearson, M. A, F. L. S.",authored
rstb_1906_0008,"A. C. Seward, F. R. S.",authored
rstb_1906_0009,"A. C. Seward, F. R. S.",authored
rstb_1906_0009,Sibille O. Ford,authored
rstb_1906_0010,"Robert Kidston, F. R. S. L. and E., F. G. S.",authored
rstb_1906_0011,"Gilbert C. Chubb, D. Sc.",authored
rstb_1906_0011,"Professor E. H. Starling, F. R. S.",authored
rstb_1908_0001,"E. A. Sch\#xE4;fer, F. R. S.",authored
rstb_1908_0001,P. T. Herring.,authored
rstb_1908_0002,"J. T. Wilson, M. B.",authored
rstb_1908_0002,"J. P. Hill, D. Sc.",authored
rstb_1908_0002,"Sir William Turner, F. R. S.",authored
rstb_1908_0003,"W. Botting Hemsley, F. R. S., F. L. S.",authored
rstb_1908_0004,"Cresswell Shearer, B. A., M. D., C. M.",authored
rstb_1908_0004,"Adam Sedgwick, F. R. S.",authored
rstb_1908_0005,"George J. Burch, M. A., D. Sc. Oxon, F. R. S.",authored
rstb_1908_0006,"Sir William Macewen, F. R. S.",authored
rstb_1908_0007,"W. J. Sollas, Sc. D., LL. D., F. R. S.",authored
rstb_1908_0008,"A. J. Ewart, D. Sc., Ph. D., F. L. S.",authored
rstb_1908_0008,"Francis Darwin, M. B., For. Sec. R. S.",authored
rstb_1908_0009,"C. W. Andrews, D. Sc., F. R. S.",authored
rstb_1908_0010,"Margaret Benson, D. S., F. L. S.",authored
rstb_1908_0010,"D. H. Scott, F. R. S.",authored
rstb_1909_0001,"Charles E. Beevor, M. D. Lond., F. R. C. P.",authored
rstb_1909_0001,"Professor David Ferrier, F. R. S.",authored
rstb_1909_0002,"Percy Groom, M. A., D. Sc., F. L. S.",authored
rstb_1909_0002,"Dr. D. H. Scott, F. R. S.",authored
rstb_1909_0003,"Sir Victor Horsley, F. R. S., F. R. C. S.",authored
rstb_1909_0004,"E. A. Newell Arber, M. A., F. L. S., F. G. S.",authored
rstb_1909_0004,"Hugh H. Thomas, B. A.",authored
rstb_1909_0004,"Dr. D. H. Scott, M. A., Ph. D., F. R. S.",authored
rstb_1909_0005,"M. C. Stopes, D. Sc.",authored
rstb_1909_0005,"D. M. S. Watson, B. Sc.",authored
rstb_1909_0005,"J. J. H. Teall, F. R. S.",authored
rstb_1909_0006,"Arthur Gamgee, M. D., F. R. C. P., F. R. S., Hon. LL. D. Edin., Hon. D. Sc. Manch.",authored
rstb_1909_0007,"Sir Thomas R. Fraser, M. D., LL. D., Sc. D., F. R. S.",authored
rstb_1909_0007,"James A. Gunn, M. A., B. Sc., M. D.",authored
rstb_1909_0008,"Walter Heape, M. A., F. R. S.",authored
rstb_1909_0009,"H. H. W. Pearson, Sc. D., F. L. S.",authored
rstb_1909_0009,"A. C. Seward, F. R. S.",authored
rstb_1909_0010,"Arthur Dendy, D. Sc., F. R. S., Sec. L. S., F. Z. S.",authored
rstb_1909_0011,"J. H. Ashworth, D. Sc.",authored
rstb_1909_0011,"Prof. J. C. Ewart, M. D., F. R. S.",authored
rstb_1911_0001,"Marie C. Stopes, D. Sc., Ph. D., F. L. S.",authored
rstb_1911_0001,"K. Fujii, Ph. D.",authored
rstb_1911_0001,"D. H. Scott, Ph. D., F. R. S., Pres. L. S.",authored
rstb_1911_0002,F. D. Thompson,authored
rstb_1911_0002,"Prof. E. A. Sch\#xE4;fer, F. R. S.",authored
rstb_1911_0003,"Georges Dreyer, M. A., M. D.",authored
rstb_1911_0003,"William Ray, B. Sc., M. B.",authored
rstb_1911_0003,"Prof. Francis Gotch, F. R. S.",authored
rstb_1911_0004,"Clement Reid, F. R. S.",authored
rstb_1911_0004,"Eleanor M. Reid, B. Sc.",authored
rstb_1911_0005,M. G. Sykes,authored
rstb_1911_0005,"Prof. A. C. Seward, F. R. S.",authored
rstb_1911_0006,"Arthur Dendy, D. Sc., F. R. S., Sec. L. S.",authored
rstb_1911_0007,"Harold Wager, F. R. S.",authored
rstb_1912_0001,"Sir Thomas R. Fraser, M. D., LL. D., Sc. D., F. R. S.",authored
rstb_1912_0001,"James A. Gunn, M. A., M. D., D. Sc.",authored
rstb_1912_0002,"Muriel Robertson, M. A.",authored
rstb_1912_0002,"Dr. C. J. Martin, F. R. S.",authored
rstb_1912_0003,"H. Hamshaw Thomas, M. A.",authored
rstb_1912_0003,"A. C. Seward, F. R. S.",authored
rstb_1912_0004,"Robert Kennedy, M. A., M. D., D. Sc.",authored
rstb_1912_0004,"Prof. J. G. McKendrick, F. R. S.",authored
rstb_1912_0005,"Julian S. Huxley, B. A.",authored
rstb_1912_0005,"Prof. G. C. Bourne, F. R. S.",authored
rstb_1912_0006,"Georges Dreyer, M. A., M. D.",authored
rstb_1912_0006,"William Ray, M. B., B. Sc.",authored
rstb_1912_0006,"Prof. Francis Gotch, F. R. S.",authored
rstb_1912_0007,"Igerna B. J. Sollas, B. Sc.",authored
rstb_1912_0007,"W. J. Sollas, F. R. S.",authored
rstb_1912_0008,"E. A. Newell Arber, M. A., F. L. S., F. G. S.",authored
rstb_1912_0008,"Prof. T. McKenny Hughes, F. R. S.",authored
rstb_1912_0009,"Sir Ray Lankester, K. C. B., D. Sc., LL. D., F. R. S.",authored
rstb_1912_0010,"J. Howard Mummery, M. R. C. S., L. D. S.",authored
rstb_1912_0010,"Prof. J. Symington, F. R. S.",authored
rstb_1912_0011,Thomas Lewis,authored
rstb_1912_0011,M. D. D. Gilder,authored
rstb_1912_0011,"Sir J. R. Bradford, Sec. R. S.",authored
rstb_1913_0001,"Captain C. F. U. Meek, M. Sc., F. L. S., F. Z. S.",authored
rstb_1913_0001,"Prof. S. J. Hickson, F. R. S.",authored
rstb_1913_0002,"Marie C. Stopes, D. Sc., Ph. D., F. L. S.",authored
rstb_1913_0002,"D. H. Scott, F. R. S., Pres. L. S.",authored
rstb_1913_0003,"A. C. Seward, F. R. S.",authored
rstb_1913_0004,J. Gordon Wilson,authored
rstb_1913_0004,F. H. Pike,authored
rstb_1913_0004,"Dr. F. W. Mott, F. R. S.",authored
rstb_1913_0005,"Muriel Robertson, M. A.",authored
rstb_1913_0005,"Sir John Bradford, Sec. R. S.",authored
rstb_1913_0006,"C. Gordon Douglas, B. M.",authored
rstb_1913_0006,"J. S. Haldane, M. D., LL. D., F. R. S.",authored
rstb_1913_0006,"Yandell Henderson, Ph. D.",authored
rstb_1913_0006,"Edward C. Schneider, Ph. D.",authored
rstb_1913_0007,W. E. Agar,authored
rstb_1913_0007,"Prof. Graham Kerr, F. R. S.",authored
rstb_1913_0008,Mabel Purefoy Fitzgerald,authored
rstb_1913_0008,"Dr. J. S. Haldane, F. R. S.",authored
rstb_1914_0001,Robert Boyd Thomson,authored
rstb_1914_0001,"Dr. D. H. Scott, F. R. S.",authored
rstb_1914_0002,Igerna B. J. Sollas,authored
rstb_1914_0002,"Prof. W. J. Sollas, F. R. S.",authored
rstb_1914_0003,"Prof. J. C. Bose, M. A., D. Sc., C. S. I.",authored
rstb_1914_0003,"Prof. S. H. Vines, F. R. S.",authored
rstb_1914_0004,"W. K. Spencer, B. A., F. G. S.",authored
rstb_1914_0004,"A. Smith Woodward, F. R. S.",authored
rstb_1914_0005,"Alfred Daniel Hall, M. A., F. R. S.",authored
rstb_1914_0005,"Winifred Elsie Brenchley, D. Sc.",authored
rstb_1914_0005,"Lilian Marion Underwood, B. Sc.",authored
rstb_1914_0006,"Igerna B. J. Sollas, B. Sc.",authored
rstb_1914_0006,"W. J. Sollas, F. R. S.",authored
rstb_1914_0007,"J. C. F. Fryer, M. A., F. E. S.",authored
rstb_1914_0007,"Prof. J. S. Gardiner, F. R. S.",authored
rstb_1914_0008,Cresswell Shearer,authored
rstb_1914_0008,Walter de Morgan,authored
rstb_1914_0008,H. M. Fuchs,authored
rstb_1914_0008,"Prof. J. Stanley Gardiner, F. R. S.",authored
rstb_1914_0009,"E. A. Newell Arber, M. A., Sc. D., F. G. S., F. L. S.",authored
rstb_1914_0009,"Prof. T. McKenny Hughes, F. R. S.",authored
rstb_1914_0010,"J. Bretland Farmer, F. R. S.",authored
rstb_1914_0010,L. Digby,authored
rstb_1914_0011,"Robert Kennerdy, M. A., D. Sc., M. D.",authored
rstb_1914_0011,"Prof. J. G. McKendrick, F. R. S.",authored
rstb_1914_0012,"C. H. Martin, M. A.",authored
rstb_1914_0012,"K. R. Lewin, B. A.",authored
rstb_1914_0012,"Horace T. Brown, F. R. S.",authored
rstb_1914_0013,"J. Howard Mummery, M. R. C. S., L. D. S.",authored
rstb_1914_0013,"Prof. J. Symington, F. R. S.",authored
rstb_1914_0014,"Arthur Harry Church, M. A., D. Sc.",authored
rstb_1914_0014,"A. C. Seward, F. R. S.",authored
rstb_1914_0015,"J. F. Gaskell, M. A., M. D., F. R. C. P., D. P. H.",authored
rstb_1914_0015,"Dr. W. H. Gaskell, F. R. S.",authored
rstb_1914_0016,"James F. Gemmill, M. A., D. Sc.",authored
rstb_1914_0016,"Prof. J. Cleland, F. R. S.",authored
rstb_1914_0017,J. Howard Mummery,authored
rstb_1914_0017,"Prof. J. Symington, F. R. S.",authored
rstb_1914_0018,"D. H. Scott, For, Sec. R. S.",authored
rstb_1914_0018,"E. C. Jeffrey, Ph. D.",authored
rstb_1914_0019,Thomas Lewis,authored
rstb_1914_0019,John Meakins,authored
rstb_1914_0019,Paul D. White,authored
rstb_1914_0019,"E. H. Starling, F. R. S.",authored
rstb_1914_0020,W. E. Agar,authored
rstb_1914_0020,Prof. J. Graham Kerr.,authored
rstb_1915_0001,"Robert Broom, M. D., D. Sc.",authored
rstb_1915_0001,"Prof. G. Elliot-Smith, F. R. S.",authored
rstb_1915_0002,"J. Barcroft, F. R. S.",authored
rstb_1915_0002,M. Camis,authored
rstb_1915_0002,C. G. Mathison,authored
rstb_1915_0002,Ff. Roberts,authored
rstb_1915_0002,J. H. Ryffel.,authored
rstb_1915_0003,"W. Lawrence Balls, M. A.",authored
rstb_1915_0003,Francis S. Holton.,authored
rstb_1915_0003,"Dr. F. F. Blackman, F. R. S.",authored
rstb_1915_0004,Thomas Lewis,authored
rstb_1915_0004,M. A. Rothschild,authored
rstb_1915_0004,"Prof. E. H. Starling, F. R. S.",authored
rstb_1915_0005,"Edward Heron-Allen, F. L.S., F. Z. S., F. G. S., F. R. M. S.",authored
rstb_1915_0005,"Prof. W. A. Herdman, F. R. S.",authored
rstb_1915_0006,"Chas. W. Andrews, D.Sc., F. R. S.",authored
rstb_1915_0007,"J. C. Willis, M. A., Sc. D.",authored
rstb_1915_0007,"D. H. Scott, For. Sec. R. S.",authored
rstb_1915_0008,"Robert Kennedy, M. A., D. Sc., M. D.",authored
rstb_1915_0008,"Prof. J. G. McKendrick, F. R. S.",authored
rstb_1915_0009,"W. Lawrence Balls, M. A. (Cantab.)",authored
rstb_1915_0009,F. S. Holton,authored
rstb_1915_0009,"Dr. F. F. Blackman, F. R. S.",authored
rstb_1916_0001,"Elizabeth A. Fraser, B. Sc. (Lond.)",authored
rstb_1916_0001,"Prof. J. P. Hill, D. Sc., F. R. S.",authored
rstb_1916_0002,"Elizabeth A. Fraser, B. Sc. (Lond.)",authored
rstb_1916_0002,"Prof. J. P. Hill, F. R. S.",authored
rstb_1916_0003,"H. Hamshaw Thomas, M. A., F. G. S.",authored
rstb_1916_0003,"Prof. A. C. Seward, F. R. S.",authored
rstb_1916_0004,"Joseph Barcroft, F. R. S.",authored
rstb_1916_0004,Toyojiro Kato,authored
rstb_1916_0005,"Leonard Hill, F. R. S.",authored
rstb_1916_0005,O. W. Griffith,authored
rstb_1916_0005,Martin Flack,authored
rstb_1916_0006,Thomas Lewis,authored
rstb_1916_0006,"Prof. E. H. Starling, F. R. S.",authored
rstb_1916_0007,"D. M. S. Watson, M. Sc.",authored
rstb_1916_0007,"Prof. J. T. Wilson, F. R. S.",authored
rstb_1916_0008,"H. M. Woodcock, D. Sc. (Lond.)",authored
rstb_1916_0008,"Sydney J. Hickson, F. R. S.",authored
rstb_1916_0009,"Sir Francis Darwin, F. R. S.",authored
rstb_1916_0010,"Philippa C. Esdaile, M. Sc. (Man.)",authored
rstb_1916_0010,"Prof. J. P. Hill, F. R. S.",authored
rstb_1916_0011,"James Gray, M. A.",authored
rstb_1916_0011,"Prof. J. S. Gardiner, F. R. S.",authored
rstb_1916_0012,Igerna B. J. Sollas,authored
rstb_1916_0012,"W. J. Sollas, F. R. S.",authored
rstb_1918_0001,"Arthur R. Cushny, F. R. S.",authored
rstb_1918_0001,"S. Yagi, M. D.",authored
rstb_1918_0002,"F. Sano, M. D. (Brussels)",authored
rstb_1918_0002,"Prof. F. W. Mott, F. R. S.",authored
rstb_1918_0003,"W. J. Sollas, F. R. S.",authored
rstb_1918_0004,"E. A. Newell Arber, M. A., Sc. D., F. G. S.",authored
rstb_1918_0004,"Prof. T. McKenny Hughes, F. R. S.",authored
rstb_1918_0005,"W. Lawrence Balls, Sc. D.",authored
rstb_1918_0005,"Dr. F. F. Blackman, F. R. S.",authored
rstb_1918_0006,"John Brownlee, M. D., D. Sc.",authored
rstb_1918_0006,"Dr. W. M. Fletcher, F. R. S.",authored
rstb_1918_0007,"J. Howard Mummery, D.Sc. (Hon.), Penn., M.R.C.S.",authored
rstb_1918_0007,"Prof. J. Symington, F. R. S.",authored
rstb_1918_0008,J. Thornton Carter,authored
rstb_1918_0008,"Prof. J. P. Hill, F. R. S.",authored
rstb_1918_0009,"Margaret Tribe, M. Sc. (Lond)",authored
rstb_1918_0009,"Prof. J. P. Hill, F. R. S.",authored
rstb_1918_0010,"Stewart Arthur Smith, M. B., Ch. M.",authored
rstb_1918_0010,"Prof. G. Smith Elliot, F. R. S.",authored
rstb_1918_0011,"Marie C. Stopes, D. Sc. (Lond.), Ph. D. (Munich)",authored
rstb_1918_0011,"Aubrey Strahan, D. Sc., LL. D., F. R. S.",authored
rstb_1920_0001,D. M. S. Watson,authored
rstb_1920_0001,"Prof. J. P. Hill, F. R. S.",authored
rstb_1920_0002,"A. D. Imms, M. A., D. Sc.",authored
rstb_1920_0002,"Prof. S. J. Hickson, F. R. S.",authored
rstb_1920_0003,"John Brownlee, M. D., D. Sc.",authored
rstb_1920_0003,"Dr. W. M. Fletcher, F. R. S.",authored
rstb_1920_0004,"W. D. Lang, Sc. D., F. G. S.",authored
rstb_1920_0004,"Dr. F. A. Bather, F. R. S.",authored
rstb_1920_0006,"J. Howard Mummery, D. Sc. (Hon.), M. R. C. S.",authored
rstb_1920_0006,"Sir E. A. Sch\#xE4;fer, F. R. S.",authored
rstb_1920_0007,"J. Howard Mummery, D. Sc. (Hon.), Penn., M. R. C. S.",authored
rstb_1920_0007,"Sir E. A. Sch\#xE4;fer, F. R. S.",authored
rstb_1920_0008,J. Reid Moir,authored
rstb_1920_0008,"Sir Ray Lankester, K. C. B., F. R. S.",authored
rstb_1920_0009,"James F. Gemmill, M. A., M. D., D. Sc.",authored
rstb_1920_0009,"Prof. E. W. MacBride, F. R. S.",authored
rstb_1920_0010,"Herbert L. Hawkins, M. Sc., F. G. S.",authored
rstb_1920_0010,"Dr. H. Woodward, F. R. S.",authored
rstb_1920_0011,"W. J. Sollas, Sc. D., F. R. S.",authored
rstl_1870_0001,Rev. N. M. Ferrers,authored
rstl_1870_0001,"Professor J. J. Sylvester, F. R. S.",authored
rstl_1870_0002,"J. H. Gladstone, Ph. D., F. R. S.",authored
rstl_1870_0003,"Rev. Stephen J. Perry, S. J., F. R. A. S., F. M. S., \amp;c.",authored
rstl_1870_0003,The President,authored
rstl_1870_0004,"Professor Cayley, F. R. S.",authored
rstl_1870_0005,"Professor Owen, F. R. S.",authored
rstl_1870_0006,"Professor Owen, F. R. S.",authored
rstl_1870_0007,"John Wood, F. R. C. S.",authored
rstl_1870_0007,"Dr. Sharpey, Sec. R. S.",authored
rstl_1870_0008,"John Cleland, M. D.",authored
rstl_1870_0008,"Dr. Allen Thomson, F. R. S.",authored
rstl_1870_0009,"Morgan W. Crofton, F. R. S.",authored
rstl_1870_0010,"Nevil Story-Maskelyne, M. A.",authored
rstl_1870_0010,"H. J. Stephen Smith, F. R. S.",authored
rstl_1870_0011,"George Biddell Airy, Astronomer Royal, F. R. S.",authored
rstl_1870_0012,"George Gore, F. R. S.",authored
rstl_1870_0013,"Hubert Airy, M. A., M. D.",authored
rstl_1870_0014,"General Sir Edward Sabine, K. C. B.",authored
rstl_1870_0015,"W. J. Macquorn Rankine, C. E., LL. D., F. R. SS. Lond. \amp; Edin., \amp;c.",authored
rstl_1870_0016,"William Spottiswoode, M. A., F. R. S.",authored
rstl_1870_0017,"Henry E. Roscoe, F. R. S.",authored
rstl_1870_0017,"T. E. Thorpe, Ph. D.",authored
rstl_1870_0018,"Henry E. Roscoe, B. A., Ph. D., F. R. S.",authored
rstl_1870_0019,"John Tyndall, LL. D., F. R. S.",authored
rstl_1870_0020,J. W. L. Glaisher,authored
rstl_1870_0020,"Professor Cayley, F. R. S.",authored
rstl_1870_0021,"Warren De La Rue, Esq., D. C. L, V. P. R. S., F. R. A. S.",authored
rstl_1870_0021,"Balfour Stewart, Esq., LL. D., F. R. S., F. R. A. S.",authored
rstl_1870_0021,"Benjamin Loewy, Esq., F. R. A. S.",authored
rstl_1870_0022,W. Stanley Jevons,authored
rstl_1870_0022,"H. E. Roscoe, F. R. S.",authored
rstl_1870_0023,"Professor Owen, F. R. S. \amp;c.",authored
rstl_1870_0024,Hon. J. W. Strutt,authored
rstl_1870_0024,"W. Spottiswoode, F. R. S.",authored
rstl_1870_0025,"G. W . Royston- Pigott, M. A., M. D. Cantab., M. R. C. P., F. C. P. S., F. R. A. S.",authored
rstl_1870_0025,"Professor Stokes, Sec. R. S.",authored
rstl_1871_0002,"J. Broughton, B. Sc. F. C. S.",authored
rstl_1871_0002,"Dr. E. Frankland, F. R. S.",authored
rstl_1871_0003,"Professor Cayley, F. R. S.",authored
rstl_1871_0004,"Charles Tomlinson, F. R. S.",authored
rstl_1871_0005,Rev. S. J. Perry.,authored
rstl_1871_0005,The President,authored
rstl_1871_0006,"Hon. J. W. Strutt, M. A.",authored
rstl_1871_0006,"W. Spottiswoode, F. R. S.",authored
rstl_1871_0007,George W. Callender,authored
rstl_1871_0007,"J. Paget, F. R. S.",authored
rstl_1871_0008,Cromwell Fleetwood Varley,authored
rstl_1871_0008,"Sir W. Thomson, F. R. S.",authored
rstl_1871_0009,"William Kitchen Parker, F. R. S.",authored
rstl_1871_0010,"Professor Owen, F. R. S. \amp;c.",authored
rstl_1871_0011,"William John Macquorn Rankine, C. E., LL. D., F. R. SS. Lond. \amp; Edin., \amp;c.",authored
rstl_1871_0012,"General Sir Edward Sabine, K. C. B., President",authored
rstl_1871_0013,"George Gore, F. R. S.",authored
rstl_1871_0014,"Archdeacon Pratt, M. A., F. R. S.",authored
rstl_1871_0015,"Nevil Story-Maskelyne, M. A. F. R. S.",authored
rstl_1871_0016,"A. Cayley, F. R. S.",authored
rstl_1871_0017,"E. J. Reed, C. B.",authored
rstl_1871_0017,"Professor G. G. Stokes, Sec. R. S.",authored
rstl_1871_0018,"Henry E. Roscoe, F. R. S.",authored
rstl_1871_0018,"T. E. Thorpe, F. R. S. E.,",authored
rstl_1871_0019,"W. C. Williamson, F. R. S.",authored
rstl_1871_0020,"Albert G\#xFC;nther, M. A., Ph. D., M. D., F. R. S.",authored
rstl_1871_0021,"John C. Gibson, M. A.",authored
rstl_1871_0021,"Thomas Barclay, M. A.",authored
rstl_1871_0021,"Sir William Thomson, F. R. S.",authored
rstl_1871_0022,"John Casey, LL. D., M. R. I. A.",authored
rstl_1871_0022,"A. Cayley, F. R. S.",authored
rstl_1872_0001,"E. J. Stone, F. R. S.,",authored
rstl_1872_0002,Rev. Stephen J. Perry.,authored
rstl_1872_0002,The President,authored
rstl_1872_0003,"P. Martin Duncan, M. B. Lond., F. R. S.",authored
rstl_1872_0004,"Professor Owen, F. R. S. \amp;c.",authored
rstl_1872_0005,"Professor Cayley, F. R. S.",authored
rstl_1872_0006,"George Biddell Airy, C. B.",authored
rstl_1872_0007,"C. Schorlemmer, F. R. S.",authored
rstl_1872_0008,"Alexander Macalister, A. B., M. B. Dubl.",authored
rstl_1872_0008,"Dr. Sharpey, Sec. R. S.",authored
rstl_1872_0009,"Professor Owen, F. R. S. \amp;c.",authored
rstl_1872_0010,"W. C. Williamson, F. R. S.",authored
rstl_1872_0011,"Professor Owen, F. R. S. \amp;c.",authored
rstl_1872_0012,"William Spottiswoode, M. A., Treas. R. S.",authored
rstl_1872_0013,"W. C. Williamson, F. R. S.",authored
rstl_1872_0014,"Staff Captain Frederick J. Evans, R. N., F. R. S.",authored
rstl_1872_0015,"A. Dupre, Ph. D.",authored
rstl_1872_0015,"William Odling, M. B.",authored
rstl_1872_0016,"General Sir Edward Sabine, K. C. B., V. P. R. S.",authored
